#                                                                                                                                    --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                                accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                        ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
gol_00000000018_solanum_chacoense_helixer_pg4042_ptg0035_000361_1_cnl        -            497 MADA                 -             21    0.0012   14.4   0.9   1   1    0.0025    0.0029   13.2   0.9     1    21     1    21     1    21 0.96 -
gca_000715075_2_nicotiana_tabacum_helixer_cm065994_1_001477_1_cnl            -            508 MADA                 -             21    0.0012   14.4   1.0   1   1    0.0036    0.0043   12.7   1.0     1    21     1    21     1    21 0.89 -
gca_000393655_2_nicotiana_sylvestris_helixer_cm066011_1_001218_1_cnl         -            492 MADA                 -             21    0.0012   14.4   0.0   1   1    0.0031    0.0037   12.9   0.0     1    16     1    16     1    20 0.96 -
gol_00000000031_solanum_tuberosum_helixer_pg6090_atg0411_000016_1_cnl        -            505 MADA                 -             21    0.0013   14.3   0.3   1   1    0.0068    0.0081   11.8   0.1     2    21    13    32    12    32 0.94 -
gol_00000000020_solanum_multiinterruptum_helixer_pg4060_ptg0007_000444_1_cnl -            490 MADA                 -             21    0.0013   14.2   0.0   1   1    0.0049    0.0058   12.3   0.0     2    21    13    32    12    32 0.93 -
goa_00000000027_solanum_tuberosum_helixer_chr04_hap15_v2_000059_1_cnl        -            462 MADA                 -             21    0.0014   14.2   2.8   1   1    0.0022    0.0026   13.4   1.4     1    20     1    20     1    21 0.93 -
gol_00000000007_solanum_morelliforme_helixer_pg1011_ptg0021_000692_1_cnl     -            524 MADA                 -             21    0.0014   14.2   0.3   1   1    0.0038    0.0045   12.6   0.3     2    21    13    32    12    32 0.90 -
gcf_019186545_1_solanum_stenotomum_helixer_nc_064283_1_001579_1_cnl          -            479 MADA                 -             21    0.0014   14.2   2.8   1   1    0.0023    0.0027   13.3   1.4     1    20     1    20     1    21 0.93 -
goc_00000000013_solanum_candolleanum_helixer_c462_h1_chr4_1_002800_1_cnl     -            518 MADA                 -             21    0.0014   14.2   0.3   1   1    0.0012    0.0014   14.2   0.3     2    20    13    31    12    31 0.94 -
gca_015076265_1_solanum_tuberosum_helixer_cp055237_1_000068_1_cnl            -            483 MADA                 -             21    0.0015   14.1   2.8   1   1    0.0023    0.0027   13.3   1.4     1    20     1    20     1    21 0.93 -
gca_035048845_1_solanum_bulbocastanum_helixer_cm068597_1_001790_1_cnl        -            495 MADA                 -             21    0.0015   14.1   0.0   1   1    0.0037    0.0045   12.6   0.0     1    21     1    21     1    21 0.96 -
goc_00000000007_solanum_candolleanum_helixer_c399_h1_chr4_1_000171_1_cnl     -            426 MADA                 -             21    0.0015   14.1   0.0   1   1    0.0048    0.0057   12.3   0.0     3    21     5    23     5    23 0.94 -
gol_00000000008_solanum_pinnatisectum_helixer_pg1013_ptg0026_000343_1_cnl    -            495 MADA                 -             21    0.0016   14.0   0.0   1   1    0.0037    0.0045   12.6   0.0     1    21     1    21     1    21 0.96 -
gol_00000000023_solanum_brevicaule_helixer_pg5032_atg0998_000003_1_cnl       -            452 MADA                 -             21    0.0016   14.0   0.3   1   1    0.0033    0.0039   12.8   0.3     3    21     3    21     1    21 0.90 -
gca_026929995_1_petunia_axillaris_helixer_cm049419_1_003998_1_cnl            -            493 MADA                 -             21    0.0017   14.0   0.0   1   1    0.0048    0.0058   12.3   0.0     1    16     1    16     1    20 0.95 -
gol_00000000008_solanum_pinnatisectum_helixer_pg1013_atg0170_000007_1_cnl    -            527 MADA                 -             21    0.0017   13.9   0.0   1   1     0.004    0.0048   12.5   0.0     1    21     1    21     1    21 0.96 -
gca_031232105_1_capsicum_rhomboideum_helixer_cp124709_1_002495_1_cnl         -            491 MADA                 -             21    0.0018   13.9   0.0   1   1    0.0061    0.0072   12.0   0.0     1    16     1    16     1    20 0.95 -
gca_026929995_1_petunia_axillaris_helixer_cm049419_1_003999_1_cnl            -            493 MADA                 -             21    0.0019   13.8   0.1   1   1     0.013     0.016   10.9   0.0     1    16     1    16     1    20 0.95 -
gob_00000000018_solanum_muricatum_helixer_chr4_000059_1_cnl                  -            496 MADA                 -             21     0.002   13.7   1.3   1   1    0.0059     0.007   12.0   1.3     1    21     1    21     1    21 0.95 -
gca_041430385_1_lycium_ruthenicum_helixer_cm084482_1_001642_1_cnl            -            492 MADA                 -             21    0.0021   13.6   0.0   1   1    0.0061    0.0073   12.0   0.0     1    16     1    16     1    20 0.95 -
gca_002271885_2_capsicum_baccatum_helixer_mlft02000082_1_000049_1_cnl        -            491 MADA                 -             21    0.0022   13.6   0.0   1   1    0.0061    0.0072   12.0   0.0     1    16     1    16     1    20 0.95 -
gca_030407385_1_solanum_americanum_helixer_cm059544_1_001884_1_cnl           -            491 MADA                 -             21    0.0022   13.6   1.7   1   1    0.0078    0.0093   11.6   0.3     1    21     1    21     1    21 0.97 -
gob_00000000017_solanum_muricatum_helixer_chr4_002240_1_cnl                  -            506 MADA                 -             21    0.0023   13.5   0.1   1   1     0.009     0.011   11.4   0.1     2    21    13    32    12    32 0.94 -
goc_00000000011_solanum_candolleanum_helixer_c497_h1_chr4_1_000082_1_cnl     -            494 MADA                 -             21    0.0024   13.4   1.0   1   1     0.002    0.0024   13.4   1.0     7    21     5    19     2    19 0.92 -
gca_000393655_2_nicotiana_sylvestris_helixer_cm066006_1_000073_1_cnl         -            515 MADA                 -             21    0.0028   13.2   0.1   1   1     0.011     0.013   11.1   0.0     2    21    14    33    13    33 0.94 -
gca_031232105_1_capsicum_rhomboideum_helixer_cp124709_1_000141_1_cnl         -            492 MADA                 -             21     0.003   13.2   0.0   1   1     0.011     0.013   11.2   0.0     1    16     1    16     1    20 0.95 -
gca_030463325_1_solanum_americanum_helixer_cm059889_1_001917_1_cnl           -            491 MADA                 -             21    0.0032   13.1   0.3   1   1    0.0078    0.0093   11.6   0.3     1    21     1    21     1    21 0.97 -
gol_00000000018_solanum_chacoense_helixer_pg4042_ptg0040_000112_1_cnl        -            451 MADA                 -             21    0.0033   13.0   0.3   1   1    0.0027    0.0033   13.0   0.3     2    19    15    32    14    32 0.93 -
gca_027705065_1_solanum_peruvianum_helixer_jakwjd010001757_1_000033_1_cnl    -            528 MADA                 -             21    0.0037   12.9   0.2   1   1    0.0089     0.011   11.5   0.2     1    20     1    20     1    21 0.96 -
gol_00000000015_solanum_sogarandinum_helixer_pg4032_ptg0015_000958_1_cnl     -            505 MADA                 -             21    0.0037   12.9   0.0   1   1     0.013     0.015   11.0   0.0     2    21    13    32    12    32 0.94 -
gcf_000715135_1_nicotiana_tabacum_helixer_nw_015927163_1_000002_1_cnl        -            459 MADA                 -             21    0.0037   12.9   0.3   1   1     0.011     0.013   11.2   0.3     1    14     1    14     1    19 0.89 -
gol_00000000010_solanum_chomatophilum_helixer_pg3005_atg0024_000077_1_cnl    -            494 MADA                 -             21    0.0041   12.7   0.0   1   1     0.013     0.015   11.0   0.0     1    20     1    20     1    21 0.88 -
gca_009827155_1_solanum_tuberosum_helixer_cp046685_1_000059_1_cnl            -            461 MADA                 -             21     0.005   12.5   0.5   1   1    0.0042     0.005   12.5   0.5     8    21     6    19     1    19 0.90 -
goc_00000000009_solanum_candolleanum_helixer_c410_h1_chr4_1_000203_1_cnl     -            524 MADA                 -             21    0.0056   12.3   0.1   1   1     0.017      0.02   10.6   0.1     4    21    34    51    34    51 0.94 -
gol_00000000020_solanum_multiinterruptum_helixer_pg4060_atg0320_000063_1_cnl -            490 MADA                 -             21     0.006   12.2   0.1   1   1     0.026     0.031   10.0   0.0     1    21     1    21     1    21 0.92 -
gol_00000000003_solanum_tuberosum_helixer_e86_69_hptg0064_000060_1_cnl       -            478 MADA                 -             21     0.006   12.2   0.6   1   1     0.015     0.018   10.7   0.0     1    21     1    21     1    21 0.97 -
gol_00000000013_solanum_burkartii_helixer_pg4005_ptg0077_000358_1_cnl        -            506 MADA                 -             21    0.0074   11.9   0.2   1   1     0.037     0.044    9.5   0.0     2    21    13    32    12    32 0.93 -
goc_00000000009_solanum_candolleanum_helixer_c410_h1_chr4_1_000079_1_cnl     -            437 MADA                 -             21     0.009   11.7   1.6   1   1     0.012     0.014   11.1   0.2     1    11     1    11     1    21 0.89 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      MADA.hmm
# Target file:     output/hmm/sequences.fasta
# Option settings: hmmsearch --domtblout output/hmm/hmmsearch_domtbl.out --noali -E 0.01 MADA.hmm output/hmm/sequences.fasta 
# Current dir:     /Users/toghani/Desktop/projects/Deepmind/Foldome/SolNRCH/analysis/structural_analysis_v3/SolNRCH
# Date:            Mon Feb 23 15:09:46 2026
# [ok]
